Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree
33,Anton Pointner,Darsteller,9,96,4,0.462758,0.498875,4149.644272,0.342363,74
34,Adele Sandrock,Darsteller,9,95,4,0.476733,0.511163,2953.511473,0.415403,77
35,Giuseppe Becce,Musik,9,112,4,0.456615,0.498442,7266.35807,0.325909,85
36,Paul Otto,Darsteller,9,98,4,0.483434,0.517307,3492.072762,0.443495,81
37,Jack Mylong-Münz,Darsteller/Drehbuch,9,87,3,0.469985,0.501558,3280.855656,0.328405,66
38,Alfred Schirokauer,Drehbuch/Regie,9,102,3,0.474852,0.505192,1843.140713,0.392823,66
39,Gustav Fröhlich,Darsteller,9,107,4,0.485873,0.520422,3812.065724,0.470675,85
40,Bobby E. Lüthge,Drehbuch,9,104,4,0.47839,0.514711,3425.609559,0.437867,84
41,Fritz Kortner,Darsteller/Drehbuch,9,95,3,0.444804,0.475597,1280.062124,0.263057,49
42,Hans Sohnle,Bauten,9,108,3,0.480299,0.514711,3020.045442,0.433924,82
43,Erna Morena,Darsteller,9,92,3,0.467703,0.503634,8772.773591,0.332716,77
44,Otto Erdmann,Bauten,9,108,3,0.480299,0.514711,3020.045442,0.433924,82
45,Frida Richard,Darsteller,8,92,3,0.493593,0.524057,3142.715968,0.476233,82
46,Hans Junkermann,Darsteller,8,96,3,0.468158,0.501904,2001.23989,0.415082,71
47,Franz Planer,Kamera,8,89,4,0.464768,0.499308,1635.928535,0.401655,69
48,Botho Höfer,Bauten,8,88,4,0.457048,0.489183,1417.403161,0.352744,59
49,Artur Günther,Bauten,8,61,4,0.422739,0.453358,834.779281,0.182562,39
50,Camilla von Hollay,Darsteller,8,89,4,0.467249,0.504759,4888.542316,0.367566,81
51,August Rinaldi,Bauten,8,88,4,0.465442,0.500606,4024.71559,0.372871,73
52,Edgar S. Ziesemer,Kamera,8,88,4,0.46657,0.499654,1938.544037,0.392873,66
53,Vivian Gibson,Darsteller,8,90,3,0.470445,0.503634,3204.460761,0.416067,71
54,Lydia Potechina,Darsteller,8,87,3,0.476497,0.508827,4837.027117,0.33636,73
55,Axel Graatkjær,Kamera,8,92,4,0.456182,0.493337,3161.340963,0.342992,71
56,Xenia Desni,Darsteller,8,87,3,0.468841,0.503461,5152.600014,0.408358,74
57,Grete Mosheim,Darsteller,8,90,3,0.477679,0.512115,2571.546072,0.457909,80
58,Fritz Kampers,Darsteller,8,86,4,0.481741,0.51549,2594.201006,0.440903,79
59,Curt J. Braun,Drehbuch,8,87,4,0.46793,0.50424,3053.714984,0.397149,76
60,Willy Goldberger,Kamera,8,96,3,0.476261,0.508307,2686.667827,0.396106,72
61,Elizza La Porta,Darsteller,8,88,4,0.475086,0.51125,6553.452921,0.347368,81
62,Karl Attenberger,Kamera,8,87,3,0.487102,0.516442,6619.844917,0.352309,73
63,Emil Schünemann,Kamera,8,93,4,0.451901,0.485981,2808.800061,0.278498,60
64,Robert A. Dietrich,Bauten,8,83,4,0.444393,0.480183,2346.135247,0.279444,61
65,Hans Albers,Darsteller,8,96,3,0.467476,0.505538,3287.680435,0.416368,83
66,Oskar Friedrich Werndorff,Bauten,8,99,4,0.460545,0.498096,2598.837271,0.365213,75
67,Ernst Stern,Bauten,8,87,4,0.45575,0.488491,1506.526441,0.328081,60
68,Walter Reisch,Drehbuch,8,88,4,0.464768,0.495933,1018.531528,0.394689,61
69,Herbert Juttke,Drehbuch,7,82,3,0.468841,0.499654,1232.339379,0.390864,63
70,Hans Adalbert Schlettow,Darsteller,7,79,3,0.468841,0.502423,3196.806562,0.318627,71
71,F.W. Krohn,Bauten,7,55,4,0.403774,0.432762,1472.453438,0.104665,35
72,Gustave Preiß,Kamera,7,85,4,0.461871,0.497404,3341.502858,0.337954,70
73,Hans Stüwe,Darsteller,7,77,4,0.465893,0.499567,2460.622002,0.358688,67
74,Carl de Vogt,Darsteller,7,71,4,0.476261,0.505971,2122.616909,0.359155,63
75,Paul Wegener,Darsteller,7,79,3,0.453603,0.489443,1929.079793,0.346259,68
76,Olga Engl,Darsteller,7,68,4,0.451054,0.484337,1669.962118,0.31643,59
77,Arpad Viragh,Kamera,7,72,4,0.429336,0.461925,708.997833,0.223996,46
78,Carl Walther Meyer,Darsteller,7,74,3,0.462981,0.497231,3126.959712,0.303166,69
79,Jakob Fleck,Regie,7,84,4,0.458571,0.488664,883.753859,0.375894,54
80,Max Knaake,Bauten,7,76,4,0.447283,0.479751,1403.118929,0.266873,53
81,Luise Fleck,Regie,7,84,4,0.458571,0.488664,883.753859,0.375894,54
82,Ludwig Hamburger,Drehbuch/Regie,7,43,4,0.386902,0.413119,446.434216,0.087672,25
83,Wolfgang Zilzer,Darsteller,7,76,3,0.459227,0.491173,1540.316387,0.335759,60
84,Margarete Kupfer,Darsteller,7,78,3,0.469527,0.504327,4408.601715,0.365131,75
85,Fritz Alberti,Darsteller,7,76,4,0.465893,0.499481,3579.223449,0.318606,67
86,Kurt Vespermann,Darsteller,7,71,4,0.463873,0.496625,3395.317108,0.309943,65
87,Kurt Richter,Bauten,7,75,4,0.456398,0.490308,3130.589297,0.2925,62
88,Theodor Sparkuhl,Kamera,7,82,3,0.475791,0.510038,4999.584567,0.337128,78
89,Karl Vass,Kamera,7,82,4,0.448533,0.478712,1182.279488,0.261849,47
90,Karl Platen,Darsteller,7,74,4,0.43555,0.47153,2649.496521,0.239134,60
91,Andrej Andrejew,Bauten,7,92,4,0.469298,0.502856,2046.132492,0.388558,71
92,Angelo Ferrari,Darsteller,7,77,4,0.453817,0.489962,3216.171813,0.297826,67
93,Julius von Szöreghy,Darsteller,7,83,4,0.456831,0.494808,2264.731402,0.369553,74
94,Alfred Abel,Darsteller,7,80,4,0.477679,0.51073,3453.797629,0.369847,74
95,Eduard von Winterstein,Darsteller,7,74,4,0.448951,0.483212,5332.230138,0.235733,59
96,Siegfried Arno,Darsteller,7,74,4,0.452963,0.486847,2067.216051,0.298208,60
97,Eugen Burg,Darsteller,7,78,3,0.463649,0.498789,2747.197928,0.366598,72
98,Gerd Briese,Darsteller,7,69,4,0.460325,0.493164,2524.031225,0.301309,61
99,Arnold Korff,Darsteller,7,74,4,0.470215,0.503115,2867.378866,0.347463,68
100,Max Jungk,Drehbuch,6,64,4,0.453817,0.486587,1348.107225,0.30866,57
101,Leopold Kutzleb,Kamera,6,66,4,0.429144,0.460627,1152.774008,0.217459,43
102,Jaro Fürth,Darsteller,6,60,3,0.431065,0.465732,5380.440863,0.194561,55
103,Harry Halm,Darsteller,6,67,4,0.435944,0.469107,1174.631531,0.239043,50
105,Friedrich Zelnik,Produzent/Regie,6,78,4,0.424603,0.451021,156.897759,0.162909,29
106,Livio C. Pavanelli,Darsteller,6,67,3,0.44666,0.479232,3879.737904,0.275609,55
107,Carl Auen,Darsteller,6,61,3,0.453603,0.484597,2028.375247,0.254594,54
108,Carl Drews,Kamera,6,66,3,0.442352,0.475943,1622.05878,0.266479,56
109,Paul Holzki,Kamera,6,65,4,0.453603,0.486414,1176.455982,0.326412,57
110,Alexander Murski,Darsteller,6,66,4,0.476261,0.504846,1304.360911,0.361442,60
111,Eduardo Lamberti,Kamera,6,72,3,0.445009,0.477847,831.119249,0.323125,55
112,Ludwig Reiber,Bauten,6,60,3,0.423111,0.455348,1521.740027,0.162602,46
113,Werner Pittschau,Darsteller,6,62,4,0.43242,0.463223,1379.257043,0.198589,44
114,Maly Delschaft,Darsteller,6,62,4,0.44916,0.48252,3973.965511,0.258078,56
115,Hans Karl Gottschalk,Kamera,6,64,4,0.450421,0.48278,1630.018617,0.260906,56
116,Magda Sonja,Darsteller,6,62,4,0.420524,0.448252,413.986232,0.164262,30
117,Georg C. Klaren,Drehbuch,6,71,3,0.460325,0.490308,800.479719,0.351906,55
118,Heinrich Richter,Bauten,6,60,4,0.454031,0.485029,1467.679679,0.281163,52
119,Giovanni Vitrotti,Kamera,6,68,3,0.459666,0.490827,2216.37542,0.277497,58
120,Robert Garrison,Darsteller,6,61,3,0.440329,0.47179,2142.486249,0.240689,49
121,Helga Thomas,Darsteller,6,61,4,0.437528,0.470838,1730.462151,0.240878,51
122,Eduard Hoesch,Kamera,6,69,4,0.454674,0.485116,1180.080238,0.311051,51
123,Colette Brettel,Darsteller,6,47,4,0.412773,0.444618,5219.703383,0.149615,41
124,Willy Hameister,Kamera,6,63,4,0.453176,0.484337,753.4007,0.344541,52
125,Evi Eva,Darsteller,6,69,4,0.448324,0.482347,1029.999013,0.354838,58
127,Maria Paudler,Darsteller,6,65,4,0.45575,0.486414,1016.289268,0.320254,54
128,Erich Czerwonski,Bauten,6,70,4,0.444598,0.479232,3151.164813,0.216058,58
129,Otto Kanturek,Kamera,6,69,4,0.445215,0.480097,1455.153236,0.297092,59
130,Robert Scholz,Darsteller,6,68,4,0.459666,0.492212,1264.119293,0.388578,60
132,Ralph Arthur Roberts,Darsteller,6,68,3,0.461428,0.49325,1705.506152,0.338553,61
133,Willy Großstück,Kamera,6,53,4,0.432809,0.464607,1880.001425,0.202473,47
134,Grete Reinwald,Darsteller,5,49,4,0.445421,0.47378,712.795826,0.225266,40
135,Robert Neppach,Bauten,5,52,4,0.440531,0.472049,1724.779208,0.224005,47
136,Franz Seemann,Bauten,5,54,3,0.438525,0.470578,1624.513755,0.213732,50
137,Dina Gralla,Darsteller,5,58,4,0.445215,0.476289,880.196034,0.261575,48
138,Uwe Jens Krafft,Bauten/Darsteller,5,51,4,0.435156,0.463223,658.387031,0.171427,35
139,Philipp Manning,Darsteller,5,52,4,0.44958,0.479318,1044.406731,0.258366,48
140,Claire Rommer,Darsteller,5,58,4,0.454889,0.486414,1179.004661,0.318685,54
141,Franz Koch,Kamera,5,50,3,0.428762,0.459155,2757.990863,0.155941,42
142,Franz Seitz Sr.,Regie/Drehbuch,5,53,3,0.442962,0.470924,1564.568483,0.20168,40
143,Vera Schmiterlöw,Darsteller,5,50,4,0.44937,0.47802,1065.431859,0.243777,43
144,Carmen Boni,Darsteller,5,58,4,0.459885,0.489616,1233.428153,0.303345,52
145,Günther Krampf,Kamera,5,55,4,0.44916,0.480962,2080.700255,0.234758,52
146,Elisabeth Pinajeff,Darsteller,5,54,4,0.45275,0.48226,1045.439322,0.270223,49
147,Robert Reinert,Drehbuch/Regie,5,60,4,0.415086,0.447387,2712.013247,0.128363,43
148,Hans Jacoby,Bauten,5,53,4,0.414372,0.445483,467.426004,0.161111,37
149,Leo Birinski,Drehbuch,5,49,4,0.432226,0.463396,759.033626,0.217065,43
150,Elza Temáry,Darsteller,5,54,3,0.453176,0.483212,1612.901576,0.281093,51
151,Artur Guttmann,Musik,5,57,3,0.445833,0.477501,2045.17961,0.214904,52
152,Wilhelm Diegelmann,Darsteller,5,54,4,0.447699,0.477414,854.970686,0.284404,47
153,Rudolf Klein-Rogge,Darsteller,5,59,4,0.465442,0.494721,1420.783181,0.311474,56
154,Carl Ludwig Kirmse,Bauten,5,56,4,0.443983,0.474299,1264.604115,0.228033,47
155,Arthur Bergen,Regie/Drehbuch,5,52,3,0.435747,0.463309,404.789246,0.215865,36
156,Mutz Greenbaum,Kamera,5,57,4,0.441136,0.472828,944.702315,0.243816,46
158,Johannes Guter,Regie,5,50,3,0.451477,0.481135,1817.513213,0.247985,49
159,Rudolf Meinert,Produzent/Regie/Drehbuch,5,51,4,0.433588,0.459761,219.354512,0.185136,29
160,Liane Haid,Darsteller,5,58,4,0.441541,0.47603,1996.252171,0.250744,56
161,Ernö Verebes,Darsteller,5,59,4,0.443779,0.477587,1337.784872,0.285162,55
162,Mathias Wieman,Darsteller,5,57,4,0.446453,0.479058,1553.708621,0.246405,53
163,Mary Johnson,Darsteller,5,53,3,0.44666,0.476809,1121.18489,0.242065,48
164,Alfred Junge,Bauten,5,54,4,0.448951,0.479058,960.74892,0.252984,47
166,Marie-Louise Droop,Drehbuch,5,44,4,0.421998,0.452319,625.128709,0.185528,38
167,Willy Winterstein,Kamera,5,48,4,0.420524,0.45154,1301.526827,0.148905,38
168,Evelyn Holt,Darsteller,5,54,4,0.451477,0.481828,1626.329125,0.304818,49
169,Asta Nielsen,Darsteller,5,57,4,0.444393,0.473261,708.913515,0.247975,43
170,Ida Wüst,Darsteller,5,58,3,0.453817,0.485462,854.908643,0.378848,56
171,Paul Morgan,Darsteller,5,48,4,0.428953,0.460194,1401.436929,0.183295,42
172,Hans Sturm,Drehbuch/Darsteller,5,56,4,0.409613,0.437435,196.011045,0.146375,29
173,Sophie Pagay,Darsteller,5,58,4,0.44979,0.482866,1432.708525,0.297993,56
174,Erich Schönfelder,Regie,5,57,4,0.443779,0.473693,761.115665,0.261009,44
175,Adolf Otto Weitzenberg,Kamera,5,50,3,0.446868,0.476636,1880.46176,0.213441,47
176,Adolphe Engers,Darsteller,5,55,4,0.442352,0.473953,614.151254,0.310286,48
177,Henry Bender,Darsteller,5,52,4,0.419242,0.45206,751.688224,0.219082,45
178,Henry Stuart,Darsteller,5,57,4,0.44937,0.478712,746.053986,0.28929,45
179,Marcella Albani,Darsteller,5,56,4,0.445627,0.476722,1036.720497,0.270711,50
180,Walter Rilla,Darsteller,5,57,4,0.441338,0.472395,1820.597128,0.225728,48
181,Hermann Warm,Bauten,5,54,4,0.410486,0.436743,581.351177,0.129867,23
182,Oskar Marion,Darsteller,5,50,4,0.437926,0.468415,1470.849809,0.198634,45
183,Oskar Homolka,Darsteller,5,55,4,0.451477,0.481914,1515.439216,0.264284,51
184,Ewald Daub,Kamera,5,50,4,0.430872,0.463482,2068.856945,0.197268,47
185,Margarete Lanner,Darsteller,5,55,4,0.455319,0.484683,1103.552493,0.307944,50
186,Willy Rath,Drehbuch,5,51,4,0.445215,0.474991,1310.999501,0.216685,44
187,Fred Louis Lerch,Darsteller,4,49,4,0.436141,0.466078,1094.289747,0.241204,41
188,Erich Zander,Bauten,4,47,3,0.429527,0.458117,313.596209,0.227176,37
189,Rudolf Lettinger,Darsteller,4,45,4,0.436339,0.465992,1240.694491,0.189534,40
190,Rudolf Walther-Fein,Regie,4,45,4,0.424416,0.453271,150.724481,0.228403,34
192,Franz Schulz,Drehbuch,4,44,4,0.433004,0.463569,913.639627,0.203254,42
193,Eugen Neufeld,Darsteller,4,36,4,0.412773,0.442541,1640.619557,0.15631,35
194,Franz Osten,Regie,4,45,4,0.431065,0.459588,384.727301,0.197239,37
195,Fanny Carlsen,Drehbuch,4,57,4,0.437528,0.467376,576.254064,0.228011,43
196,Rudolf Dworsky,Produzent,4,47,4,0.436339,0.463569,201.302649,0.23675,35
198,Rolf Randolf,Regie,4,34,4,0.426862,0.452665,1040.07147,0.174015,26
199,Hermanna Barkhausen,Drehbuch,4,43,4,0.432809,0.461146,528.528738,0.19739,37
200,Heinrich George,Darsteller,4,43,4,0.42479,0.455607,1312.723964,0.172495,40
201,Friedl Behn-Grund,Kamera,4,44,4,0.420892,0.449117,287.299682,0.172427,32
202,Olga Tschechowa,Darsteller,4,41,4,0.413305,0.444271,1172.674017,0.144225,39
203,Imre Ráday,Darsteller,4,43,4,428,0.457511,808.938411,0.160005,37
204,Iwa Wanja,Darsteller,4,39,4,0.420157,0.44955,1185.912003,0.194771,35
205,Nien Sön Ling,Darsteller,4,43,4,0.42762,0.457857,579.454732,0.207699,39
206,Jaap Speyer,Regie,4,43,3,0.438924,0.467809,1058.627272,0.188413,41
207,Jakob Tiedtke,Darsteller,4,45,4,0.432226,0.462357,887.689288,0.214177,42
208,Jane Bess,Drehbuch,4,45,3,0.446868,0.474905,687.589041,0.252289,42
209,Mia Pankau,Darsteller,4,46,4,0.444804,0.47352,766.114257,0.22403,41
210,Johannes Brandt,Drehbuch/Regie,4,40,4,0.434371,0.460453,396.481553,0.170242,31
211,Julius von Borsody,Bauten,4,41,4,0.431645,0.460453,549.635124,0.186258,36
213,Karl Hasselmann,Kamera,4,44,4,0.412773,0.440983,538.754805,0.13989,31
214,Karl Puth,Kamera,4,46,4,0.435944,0.464261,596.359303,0.204022,38
215,Mary Kid,Darsteller,4,38,4,0.420524,0.44981,554.059705,0.162847,35
216,Marietta Millner,Darsteller,4,48,4,0.403435,0.42757,16.949317,0.114905,17
217,Maria Forescu,Darsteller,4,46,4,0.438924,0.469626,928.736633,0.223833,44
218,Liddy Hegewald,Produzent,4,46,4,0.421444,0.450069,241.610503,0.217611,33
219,Lissy Arna,Darsteller,4,45,4,0.437727,0.468242,972.574627,0.241022,43
220,Louis Ralph,Darsteller,4,46,4,0.431065,0.462098,864.011203,0.214654,42
222,Olga Limburg,Darsteller,4,48,4,0.44958,0.478626,3285.624724,0.237694,46
223,Hilde Maroff,Darsteller,4,40,4,0.417244,0.447127,3150.361637,0.185109,38
224,Robert Leffler,Darsteller,4,41,4,0.432809,0.462876,829.67024,0.196915,40
225,Hilde Jennings,Darsteller,4,41,4,0.432615,0.461319,1358.099113,0.183128,38
226,Fritz Freisler,Regie/Drehbuch,4,41,4,0.415803,0.443319,339.694152,0.140611,29
227,Fritz Greiner,Darsteller/Regie,4,42,4,0.42126,0.451281,2018.978179,0.137948,37
228,Robert Land,Regie,4,46,3,0.423297,0.451713,259.042797,0.202546,35
229,Georg Bruckbauer,Kamera,4,38,4,0.415444,0.441589,287.036882,0.15535,25
231,Georg John,Darsteller,4,43,3,0.447283,0.473866,681.04351,0.224138,38
232,Gertrud de Lalsky,Darsteller,4,47,4,0.437528,0.468415,1990.090636,0.201944,46
233,Reimar Kuntze,Kamera,4,37,4,0.422368,0.450329,1058.388271,0.166497,33
234,Greta Graal,Darsteller,4,41,3,0.445215,0.472828,1100.888323,0.210238,40
235,Hanni Weisse,Darsteller,4,43,4,0.440329,0.468328,448.533459,0.240564,37
236,Paul Rehkopf,Darsteller,4,38,3,0.423669,0.452406,1136.57897,0.161609,36
237,Hans Minzloff,Bauten,4,49,4,0.43555,0.464261,527.087281,0.25039,39
238,Hans Steinhoff,Regie,4,43,4,0.428762,0.45855,865.056616,0.221318,40
239,Paul Graetz,Darsteller,4,44,4,0.421998,0.453531,1281.862155,0.186857,40
240,Heinrich Gärtner,Kamera,4,49,4,0.409091,0.436916,186.035689,0.14893,29
241,Otto Wallburg,Darsteller,4,47,4,0.421076,0.450069,416.27505,0.18351,32
242,Henry de Vries,Darsteller,4,42,4,0.433004,0.463569,848.526448,0.208362,41
243,Ossi Oswalda,Darsteller,4,36,4,0.417606,0.446521,328.898093,0.182619,32
244,Hertha von Walther,Darsteller,4,57,4,0.437926,0.472309,2805.68777,0.205619,54
246,Mady Christians,Darsteller,4,43,4,0.42479,0.454483,604.358697,0.17202,37
248,Béla Balázs,Drehbuch,4,46,4,0.429144,0.460194,1374.654211,0.185896,42
249,Stewart Rome,Darsteller,4,48,4,0.403435,0.42757,16.949317,0.114905,17
250,Teddy Bill,Darsteller,4,43,4,0.415803,0.446781,587.20979,0.187241,39
251,Alexander Ferenczy,Bauten,4,51,4,0.440732,0.471963,803.122669,0.24361,46
252,Bobby Bender,Darsteller,4,38,4,0.416883,0.443666,397.437678,0.147824,29
253,Trude Hesterberg,Darsteller,4,47,4,0.441743,0.471703,812.962997,0.237917,43
254,Albert Paulig,Darsteller,4,47,4,0.424978,0.456732,1445.82562,0.162988,42
255,Christa Tordy,Darsteller,4,42,4,0.427051,0.456646,884.381117,0.187608,39
256,Charles Willy Kayser,Darsteller,4,40,4,0.441338,0.468242,853.288433,0.184438,36
257,Siegfried Philippi,Drehbuch/Regie,4,36,4,0.419974,0.445916,137.730486,0.165558,25
258,Bruno Mondi,Kamera,4,49,4,0.409091,0.436916,186.035689,0.14893,29
259,Alfred Gerasch,Darsteller,4,42,4,0.434567,0.463482,694.943275,0.207165,39
260,Sepp Allgeier,Kamera,4,50,4,0.425541,0.456819,1326.500594,0.21145,41
261,Elga Brink,Darsteller,4,48,4,0.403435,0.42757,16.949317,0.114905,17
262,Willy Fritsch,Darsteller,4,44,4,0.418878,0.448944,850.052909,0.140861,37
263,Alfred Solm,Darsteller,4,40,4,0.433198,0.462617,538.859667,0.205102,38
265,Hans Brausewetter,Darsteller,3,34,3,0.422554,0.449983,505.475908,0.171624,32
267,Brigitte Helm,Darsteller,3,40,4,0.419791,0.450069,826.977396,0.161312,36
268,Henry Kosterlitz,Drehbuch,3,35,4,0.428953,0.456992,543.81669,0.182942,33
269,Otto Kronburger,Darsteller,3,34,4,0.413838,0.442454,789.044529,0.146338,32
1057,Hella Moja,Darsteller/Drehbuch,2,20,4,0.390194,0.412946,56.645758,0.082879,17
271,Mathilde Sussin,Darsteller,3,31,4,0.410486,0.43882,649.483324,0.150566,31
272,Gernot Bock-Stieber,Regie/Drehbuch,3,27,4,0.370527,0.392091,38.867756,0.062068,15
273,Willy Reiber,Regie,3,32,4,0.413305,0.439858,295.580093,0.132388,28
274,Lee Parry,Darsteller,3,40,4,0.429527,0.456386,231.860663,0.199028,30
275,Georg Muschner,Kamera,3,38,4,0.381386,0.407407,506.575336,0.063366,26
276,Hans Waßmann,Darsteller,3,38,4,0.420892,0.448858,301.83994,0.197531,33
277,Walter Janssen,Darsteller,3,34,4,0.390987,0.416147,174.466786,0.096028,21
278,Gerhard Lamprecht,Drehbuch/Produzent/Regie,3,30,4,0.35906,0.375562,0,0.0359,10
279,Georg Baselt,Darsteller,3,35,4,0.393704,0.419955,91.320563,0.102423,21
280,Curt Courant,Kamera,3,31,4,0.393061,0.420561,553.916778,0.092412,28
282,Bernhard Schwidewski,Bauten,3,31,4,0.387837,0.414676,685.810009,0.089605,28
284,Fritz Arno Wagner,Kamera,3,44,4,0.430487,0.460713,1078.84543,0.170096,40
285,Walter Wassermann,Drehbuch,3,33,4,0.418696,0.446002,275.892876,0.167552,29
286,Hermine Sterler,Darsteller,3,31,4,0.402592,0.42956,282.32633,0.120708,27
287,Viktor Klein,Drehbuch,3,32,4,0.418332,0.445742,602.046428,0.171879,31
288,Paul Merzbach,Drehbuch,3,21,4,0.376613,0.398062,1479.540425,0.04914,18
1064,Abel Gance,Regie/Schnitt/Darsteller,3,0,0,0,0,0,0,0
290,Gennaro Righelli,Regie,3,32,4,0.402424,0.42982,142.192006,0.132535,26
291,Hermann Vallentin,Darsteller,3,33,4,0.408744,0.437608,421.270636,0.140895,30
292,Fritz Rasp,Darsteller,3,43,4,0.419425,0.450502,852.194406,0.15774,40
293,Fritz Wendhausen,Regie/Drehbuch,3,33,4,0.393061,0.418138,219.659792,0.087064,23
294,Leopold von Ledebur,Darsteller,3,37,4,0.431065,0.459328,517.257869,0.19478,34
295,Alexander Granach,Darsteller,3,31,4,0.40736,0.434839,295.914597,0.132579,28
296,Margit Barnay,Darsteller,3,31,4,0.398428,0.42558,533.768279,0.10669,30
297,Gerhard Ritterband,Darsteller,3,25,4,0.384278,0.407407,607.902215,0.081035,20
298,Otto Tober,Kamera,3,17,4,0.356931,0.374784,121.573496,0.03192,11
299,Otto Stenzeel,Musik,3,34,4,0.40857,0.436224,168.991318,0.145688,27
300,Joseph Dalmann,Drehbuch,3,22,4,0.373111,0.396417,488.669185,0.056766,21
301,Paul Richter,Darsteller,3,38,4,0.416883,0.447127,788.594791,0.167521,37
302,Paul Rischke,Kamera,3,31,4,0.410661,0.437608,185.516357,0.155955,27
303,Veit Harlan,Darsteller,3,36,4,0.417969,0.44704,268.229832,0.178074,32
304,Hedwig Wangel,Darsteller,3,32,4,0.403098,0.42757,121.004665,0.113756,20
305,Alfred Halm,Drehbuch,3,33,4,0.423856,0.450935,484.814043,0.166593,31
306,Hanni Reinwald,Darsteller,3,30,4,0.401585,0.427916,228.450079,0.112683,24
308,Hans Brennert,Drehbuch,3,35,4,0.406158,0.43233,142.31311,0.125383,22
309,Alfred Hansen,Kamera,3,31,4,0.421813,0.448339,190.930004,0.154847,27
312,Harry Gondi,Darsteller,3,27,4,0.403266,0.430166,3038.982246,0.107226,27
313,Camilla Horn,Darsteller,3,36,4,0.42781,0.455867,578.983989,0.164685,33
315,Géza von Bolváry,Regie,3,31,4,0.409787,0.43856,503.641227,0.132383,30
316,Mathieu Oostermann,Bauten,3,20,4,0.370812,0.390706,359.046348,0.044152,15
317,Käthe von Nagy,Darsteller,3,32,4,0.411714,0.439425,779.931828,0.137324,31
318,Paul Bildt,Darsteller,3,31,4,0.418514,0.446521,453.299304,0.151604,31
319,Paul Biensfeldt,Darsteller,3,33,4,0.416883,0.444358,148.157167,0.192882,31
320,Maria Reisenhofer,Darsteller,3,36,4,0.412243,0.44081,545.67544,0.15013,32
