Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree
86,Victor Janson,Regie/Darsteller,5,57,4,0.439012,0.469062,415.867832,0.384177,37
87,Frederik Fuglsang,Kamera,5,65,4,0.436715,0.467764,492.040321,0.340879,39
88,Ossi Oswalda,Darsteller,5,50,4,0.431079,0.46477,916.93075,0.334783,44
89,Hans Jacoby,Bauten,5,48,4,0.421079,0.455788,1277.402019,0.315754,44
90,Franz Koch,Kamera,5,44,4,0.398758,0.429341,1149.649065,0.155202,33
91,Albert Steinrück,Darsteller,5,49,4,0.435576,0.47006,1724.237327,0.331088,47
92,Xenia Desni,Darsteller,5,52,4,0.429969,0.465269,2330.239835,0.284849,47
94,Ferdinand von Alten,Darsteller,5,58,4,0.445571,0.480539,2816.087101,0.333025,53
95,Claire Rommer,Darsteller,5,54,4,0.441565,0.47525,3351.654984,0.345995,47
96,Jack Trevor,Darsteller,5,59,4,0.431748,0.467565,2186.397377,0.32581,49
97,Heinrich Peer,Darsteller,5,57,4,0.440633,0.476248,2870.745572,0.331553,52
98,Conrad Veidt,Darsteller,5,66,4,0.453312,0.489321,1891.079105,0.452742,56
99,Erich Pommer,Produzent,5,76,4,0.43809,0.48014,4495.447699,0.37819,67
100,Mady Christians,Darsteller,5,52,4,0.451108,0.481138,684.297411,0.419161,42
101,Julius Balting,Kamera,5,45,4,0.430191,0.460878,1135.871295,0.25562,36
102,Alfred Hansen,Kamera,5,48,4,0.429748,0.460579,368.715938,0.341693,36
103,Botho Höfer,Bauten,5,56,4,0.434217,0.470459,5066.793818,0.272501,51
104,Karl Görge,Bauten,5,57,4,0.455289,0.488124,2261.183622,0.431633,51
105,Gustav Adolf Semler,Darsteller,5,46,4,0.431302,0.464072,2448.433219,0.246814,42
106,Anton Pointner,Darsteller,5,52,4,0.426892,0.460679,1774.46954,0.332838,43
107,Gustav A. Knauer,Bauten,5,62,4,0.455786,0.488423,1305.010462,0.453822,51
108,Herbert Juttke,Drehbuch,5,56,4,0.433316,0.468363,1653.990882,0.331481,49
109,Elga Brink,Darsteller,5,55,3,0.442501,0.473054,855.348145,0.364468,41
110,Paul Richter,Darsteller,5,58,4,0.433992,0.467764,1684.956154,0.316743,46
111,Eugen Burg,Darsteller,5,66,4,0.457785,0.493313,2318.706059,0.519144,59
112,Karl Hasselmann,Kamera,5,61,4,0.425153,0.457884,1056.016839,0.27104,40
113,Grit Haid,Darsteller,5,52,4,0.451595,0.483134,1201.735182,0.424391,47
114,Siegfried Philippi,Drehbuch/Kamera/Regie,5,53,4,0.414598,0.443713,991.119976,0.209231,30
115,Karl Machus,Bauten,5,51,4,0.423428,0.457385,1376.216097,0.264269,43
116,Werner Fuetterer,Darsteller,5,57,4,0.432418,0.469461,3055.078565,0.307226,52
117,Bruno Kastner,Darsteller,5,59,4,0.444149,0.477944,1041.871284,0.423662,48
118,Otto Moldenhauer,Bauten,5,57,4,0.421292,0.452695,973.755933,0.210601,36
119,Evi Eva,Darsteller,5,54,4,0.439474,0.473353,2212.472668,0.313656,47
120,Theodor Loos,Darsteller,5,63,4,0.453066,0.488822,5483.337905,0.342456,57
121,Elisabeth Pinajeff,Darsteller,5,55,4,0.454793,0.487226,1005.268619,0.461032,50
122,Kurt Richter,Bauten,5,55,4,0.413776,0.447705,1390.08906,0.248172,41
123,Ernö Rapée,Musik,4,48,4,0.416875,0.45,1104.132229,0.258645,40
124,Curt Bois,Darsteller,4,48,4,0.43809,0.471257,1175.265889,0.32581,43
125,Erich Schönfelder,Regie,4,40,4,0.413366,0.44491,624.89401,0.254701,35
126,Ernst Winar,Darsteller,4,36,4,0.427766,0.456886,1047.449343,0.230916,32
127,Rudolf Walther-Fein,Regie,4,44,4,0.42193,0.453593,842.411012,0.297222,37
128,Max Jungk,Drehbuch,4,46,4,0.431748,0.462675,1233.153322,0.273548,37
129,Nils Asther,Darsteller,4,47,4,0.439937,0.472555,1323.934829,0.367296,44
130,Sophus Wangøe,Kamera,4,46,4,0.426456,0.459281,1336.285737,0.286006,41
131,Mary Nolan,Darsteller,4,46,4,0.42711,0.460479,2149.80974,0.265704,42
132,Max Knaake,Bauten,4,37,4,0.42002,0.448603,367.372308,0.205198,27
133,Harry Hardt,Darsteller,4,45,4,0.432867,0.465269,1911.28061,0.307698,41
134,Heinz Carl Heiland,Regie/Drehbuch,4,22,5,0.317129,0.332375,1198.456087,0.018131,11
135,Erna Morena,Darsteller,4,50,4,0.427986,0.463074,2392.790456,0.26576,46
137,Max Ferner,Drehbuch,4,40,4,0.38497,0.416367,1163.754247,0.138834,35
138,Ernst Krohn,Kamera,4,35,4,0.417918,0.446208,889.585821,0.205642,28
139,Robert Scholz,Darsteller,4,45,4,0.422999,0.456387,1268.223633,0.271888,41
140,Hilde Jennings,Darsteller,4,36,4,0.426456,0.456687,885.085734,0.259208,34
141,Henry de Vries,Darsteller,4,46,4,0.43855,0.469361,1014.343719,0.313539,37
142,Julia Serda,Darsteller,4,45,4,0.436259,0.469062,1424.934104,0.339185,43
143,Fritz Greiner,Darsteller,4,45,4,0.406524,0.437425,907.220764,0.192341,32
144,Bernhard Schwidewski,Bauten,4,42,3,0.426673,0.457485,920.980717,0.256369,37
145,Axel Graatkjær,Kamera,4,47,4,0.391101,0.421756,947.667815,0.163213,33
146,August Rinaldi,Bauten,4,42,4,0.430191,0.461477,1639.183096,0.269828,38
147,Karl Harbacher,Darsteller,4,34,4,0.408313,0.438922,956.8189,0.212004,32
148,Artur Günther,Bauten,4,46,4,0.459043,0.487924,1875.407555,0.373621,44
149,Fritz Arno Wagner,Kamera,4,39,4,0.411939,0.444311,1270.034856,0.228544,37
150,Arthur Bergen,Regie/Drehbuch,4,38,4,0.411128,0.440319,793.986087,0.17333,29
151,Fritz Kraencke,Bauten,4,42,4,0.413981,0.446407,1410.432108,0.216755,38
152,Lydia Potechina,Darsteller,4,43,4,0.436259,0.468263,673.600081,0.389498,41
153,Leo Birinski,Drehbuch,4,45,4,0.437861,0.469261,713.064056,0.352663,40
154,Willibald Gaebel,Kamera,4,47,4,0.407914,0.443214,5676.42324,0.193373,44
155,Willy Fritsch,Darsteller,4,43,4,0.410319,0.442315,737.774833,0.231917,36
156,Luise Heilborn-Körbitz,Drehbuch,4,47,4,0.406128,0.434731,404.556459,0.165019,28
157,Willy Goldberger,Kamera,4,44,4,0.418337,0.451597,1076.649592,0.292492,40
158,Gotthardt Wolf,Kamera,4,42,4,0.393311,0.422355,596.093444,0.146945,28
159,Willy Reiber,Bauten,4,42,4,0.393311,0.42515,1191.248086,0.151449,36
160,Wolfgang Neff,Regie,4,39,3,0.421717,0.450499,426.751517,0.240427,31
161,Paul Biensfeldt,Darsteller,4,40,4,0.423643,0.455589,734.614653,0.30396,36
162,Adolphe Engers,Darsteller,4,41,4,0.417083,0.449202,739.719111,0.250759,35
163,Giovanni Vitrotti,Kamera,4,36,4,0.424504,0.45509,2058.560275,0.199327,34
164,Georg Muschner,Kamera,4,45,4,0.39611,0.42525,848.880853,0.143229,30
165,Paul Heidemann,Darsteller,4,46,4,0.424073,0.457485,781.466669,0.374326,41
166,Bernhard Goetzke,Darsteller,4,47,4,0.428425,0.461677,3621.128624,0.26563,42
167,Heinrich George,Darsteller,4,46,4,0.428205,0.461876,3741.031111,0.2842,43
168,Franz Planer,Kamera,4,44,4,0.413571,0.44521,1395.865606,0.247036,37
169,Mary Kid,Darsteller,4,38,3,0.426673,0.457086,647.241634,0.336455,36
170,Carl Walther Meyer,Darsteller,4,40,4,0.406326,0.439421,1708.466441,0.198635,38
171,Vivian Gibson,Darsteller,4,41,4,0.424936,0.456287,830.493522,0.253475,36
172,Hans Behrendt,Drehbuch/Darsteller,4,48,4,0.420443,0.45,504.108866,0.237703,31
173,Maria Minzenti,Darsteller,4,29,4,0.39914,0.428443,1413.597215,0.136117,27
174,Hans Brausewetter,Darsteller,4,40,4,0.434896,0.465669,823.673122,0.321951,38
175,Julius Messaros,Darsteller,4,43,4,0.411128,0.442415,1329.066493,0.213289,36
176,Hans Junkermann,Darsteller,4,38,4,0.418337,0.4499,1224.995229,0.263999,36
177,Franz Seitz Sr.,Regie/Drehbuch,4,31,4,0.388372,0.413772,273.818331,0.130223,20
178,Julius Urgiß,Drehbuch,4,43,4,0.434217,0.464471,607.377079,0.300282,36
179,Julius von Borsody,Bauten,4,40,4,0.420867,0.451098,325.406816,0.312682,33
180,Karl Attenberger,Kamera,4,44,4,0.435576,0.466766,1779.478726,0.264003,40
181,Margarete M. Langen,Drehbuch,4,43,4,0.434217,0.46507,763.816262,0.335296,38
182,Hans Karl Gottschalk,Kamera,3,28,4,0.377657,0.400798,97.335614,0.106221,19
184,Hedwig Wangel,Darsteller,3,41,4,0.408113,0.437226,410.106161,0.21017,29
185,Gerd Briese,Darsteller/Drehbuch,3,33,4,0.414392,0.443613,654.718339,0.258255,31
186,Rudi Feld,Bauten,3,33,4,0.413162,0.442315,449.806307,0.194225,29
187,Paul Leni,Bauten,3,35,4,0.41133,0.43992,410.932134,0.220346,28
189,Erich Zander,Bauten,3,44,4,0.395547,0.423852,126.078841,0.191332,28
944,Klaus Fery,Drehbuch/Produzent/Regie,3,30,4,0.377145,0.396108,0,0.080959,10
192,Friedrich Weinmann,Kamera,3,38,4,0.422571,0.453693,1276.893957,0.278719,36
193,Harry Halm,Darsteller,3,31,4,0.397808,0.427944,712.670769,0.188386,29
194,Pasquale Perris,Musik,3,35,4,0.398758,0.429142,989.44815,0.177251,33
195,Grete Mosheim,Darsteller,3,39,4,0.421717,0.453693,729.847374,0.28245,37
196,Hans Rouc,Bauten,3,35,4,0.400096,0.429242,742.964017,0.16271,30
197,Eva Speyer,Darsteller,3,28,4,0.401057,0.42994,2009.455734,0.181283,28
198,Peter Rochelsberg,Bauten,3,28,4,0.377657,0.400798,97.335614,0.106221,19
199,Ferdinand Martini,Darsteller,3,29,4,0.380583,0.406986,811.196799,0.099299,25
200,Ernst Schütte,Bauten,3,44,4,0.395547,0.423852,126.078841,0.191332,28
201,Friedl Behn-Grund,Kamera,3,35,4,0.412753,0.442216,567.403732,0.196245,30
202,Otto Voelckers,Bauten,3,27,4,0.377657,0.400798,97.335614,0.106221,19
203,Ernst Reicher,Darsteller/Regie,3,11,4,0.371111,0.38982,0,0.072037,10
204,Guido Seeber,Kamera,3,44,4,0.412346,0.444012,1315.179667,0.226532,37
205,Otto Gülstorff,Bauten,3,29,4,0.397998,0.424152,432.418554,0.143337,23
206,Hans Sturm,Drehbuch,3,30,4,0.405734,0.435529,379.132921,0.214361,28
207,Rudolf Biebrach,Darsteller/Regie,3,31,4,0.356077,0.377345,1389.905923,0.069273,20
208,Robert Neppach,Bauten,3,33,4,0.405734,0.43493,722.057626,0.183145,28
209,Hans Adalbert Schlettow,Darsteller,3,35,4,0.414598,0.444411,816.114185,0.207366,31
210,Géza von Bolváry,Regie,3,28,4,0.377657,0.400798,97.335614,0.106221,19
212,Hermann Vallentin,Darsteller,3,32,5,0.417918,0.448962,677.467495,0.248182,32
213,Rudolf Dworsky,Produzent,3,36,4,0.403772,0.432735,70.697397,0.279527,27
214,Constantin J. David,Regie/Drehbuch,3,29,4,0.383555,0.408882,270.323654,0.119284,20
215,Charlotte Ander,Darsteller,3,36,4,0.42193,0.452395,233.25066,0.336332,33
216,Werner Pittschau,Darsteller,3,33,4,0.409514,0.439621,575.681832,0.240294,31
217,Charlotte Susa,Darsteller,3,30,4,0.422144,0.450499,457.094229,0.23833,29
218,László Schäffer,Kamera,3,29,4,0.406326,0.434431,412.407436,0.185375,25
219,Wilhelm Bendow,Darsteller,3,32,4,0.415423,0.44521,789.2843,0.230959,29
221,Wilhelm Stücklen,Drehbuch,3,36,4,0.404358,0.435928,989.991615,0.205195,33
222,Max Hansen,Darsteller,3,29,4,0.412753,0.441317,300.436847,0.272613,26
223,Trude Hesterberg,Darsteller,3,34,4,0.418756,0.448503,407.6223,0.277258,31
224,Curt Blachnitzky,Regie,3,30,4,0.407118,0.43513,296.352234,0.206395,27
225,Mary Parker,Darsteller,3,32,4,0.409314,0.438922,555.620904,0.221186,29
226,Wilhelm Thiele,Drehbuch,3,30,4,0.383908,0.411677,300.540687,0.153497,26
227,Wilhelm von Kaufmann,Produzent,3,39,4,0.37817,0.405489,133.150141,0.130035,23
228,Julius von Szöreghy,Darsteller,3,34,4,0.416459,0.446307,604.866474,0.232256,31
230,Johannes Brandt,Drehbuch,3,31,4,0.414392,0.441816,230.360239,0.196025,25
231,Marie-Louise Droop,Drehbuch,3,28,4,0.398378,0.423952,127.516931,0.137614,19
232,Arnold Fanck,Drehbuch/Regie/Schnitt,3,36,4,0.337374,0.354691,0,0.031558,12
233,Kurt Bernhardt,Regie/Drehbuch,3,26,4,0.388734,0.413573,425.609975,0.103666,19
234,Maria Paudler,Darsteller,3,40,4,0.426892,0.458084,966.542501,0.260857,37
235,Karl Vass,Kamera,3,33,4,0.403382,0.433134,548.656068,0.193958,29
236,Marcella Albani,Darsteller,3,42,4,0.429306,0.459681,426.927646,0.343997,35
237,Carl W. Tetting,Darsteller,3,17,5,0.317129,0.332375,1198.456087,0.018131,11
238,Walter Robert Lach,Kamera,3,45,4,0.401057,0.433234,682.902086,0.250733,36
241,Julius Falkenstein,Darsteller,3,33,4,0.418546,0.448902,478.219002,0.271078,31
242,Carl Auen,Darsteller,3,32,4,0.410521,0.441218,289.208277,0.280584,30
243,Camilla von Hollay,Darsteller,3,35,4,0.416044,0.446507,618.906743,0.280343,33
244,Walter Janssen,Darsteller,3,32,4,0.434896,0.463473,925.568468,0.278438,32
245,Maria Forescu,Darsteller,3,25,4,0.404163,0.431038,690.974478,0.149209,23
246,Hertha von Walther,Darsteller,3,36,4,0.401442,0.433333,1580.15412,0.166628,35
247,Lya Mara,Darsteller,3,40,4,0.419177,0.446208,92.232495,0.261694,25
249,Egon von Jordan,Darsteller,3,37,4,0.419177,0.450699,691.710328,0.284954,36
250,Rudolf Klein-Rogge,Darsteller,3,38,4,0.392756,0.423852,1317.936086,0.135129,35
251,Rudolf Meinert,Darsteller/Produzent/Regie,3,27,4,0.361942,0.378743,0,0.065803,9
252,Lotte Lorring,Darsteller,3,34,4,0.410925,0.44012,306.660112,0.268068,30
253,Mutz Greenbaum,Kamera,3,36,4,0.437631,0.465768,613.008378,0.31162,33
254,Lothar Knud Frederik,Drehbuch,3,31,4,0.402798,0.429541,43.269701,0.227826,20
255,Loo Holl,Darsteller,3,17,5,0.317129,0.332375,1198.456087,0.018131,11
256,Helga Thomas,Darsteller,3,33,4,0.416044,0.444611,792.002195,0.185464,28
257,Ellen Kürty,Darsteller,3,28,4,0.393682,0.420359,334.398507,0.160537,23
258,Henk Kleinman,Drehbuch/Produzent/Regie,3,30,5,0.362886,0.380699,0,0.057301,9
259,Ludwig Lippert,Kamera,3,35,4,0.405931,0.435329,753.417003,0.16969,30
929,Lupu Pick,Regie/Produzent/Drehbuch/Darsteller,4,42,4,0.399522,0.425449,256.998549,0.143061,21
261,Lily Damita,Darsteller,3,40,4,0.400672,0.431737,214.233727,0.240637,32
262,Lilian Harvey,Darsteller,3,32,4,0.393311,0.421956,259.254446,0.171394,26
264,Stefan Wessely,Bauten,3,35,4,0.400096,0.429242,742.964017,0.16271,30
265,Eduard Rothauser,Darsteller/Drehbuch,3,36,4,0.383028,0.408084,233.015211,0.118763,21
266,Willy Haas,Drehbuch,3,44,4,0.426238,0.459681,692.449467,0.339397,40
267,Lil Dagover,Darsteller,3,39,4,0.408313,0.440719,1207.386303,0.240157,35
268,Alfred Abel,Darsteller,3,44,4,0.414598,0.447305,2376.085007,0.196852,39
269,Edgar S. Ziesemer,Kamera,3,44,4,0.395547,0.423852,126.078841,0.191332,28
270,Eduard von Borsody,Kamera,3,36,4,0.411939,0.440719,165.891133,0.258451,28
271,Alfons Fryland,Darsteller,3,33,4,0.421079,0.449601,543.163169,0.236431,30
272,Gertrud Arnold,Darsteller,3,28,4,0.398568,0.426547,276.929632,0.204196,25
274,Lotte Neumann,Darsteller,2,19,4,0.380237,0.403393,136.680979,0.105298,17
275,Ladislaus Vajda,Drehbuch,2,20,4,0.392941,0.417864,79.096311,0.158096,19
276,Lothar Mendes,Regie,2,17,4,0.374439,0.397405,221.682317,0.086509,17
277,Otto Stenzeel,Musik,2,23,4,0.379718,0.40519,334.978161,0.117765,22
279,Margarete Lanner,Darsteller,2,18,4,0.377657,0.398403,4.88416,0.091729,12
280,Marga Lindt,Darsteller,2,20,4,0.392387,0.415469,26.345706,0.131662,14
281,Karl Gerhardt,Regie,2,20,5,0.382151,0.407146,347.547058,0.130068,20
282,Leopold von Ledebur,Darsteller,2,22,4,0.405143,0.429741,73.155048,0.168076,18
283,Paul Bildt,Darsteller,2,25,5,0.373602,0.397645,281.145562,0.098166,20
284,Ludwig Hamburger,Drehbuch/Regie,2,8,5,0.320537,0.333194,0,0.01605,4
285,Liddy Hegewald,Produzent,2,22,4,0.392756,0.417066,88.641243,0.164546,20
286,Luise Fleck,Regie,2,23,4,0.369469,0.392016,178.566572,0.08072,19
288,Lya de Putti,Darsteller,2,21,4,0.394612,0.41976,269.95187,0.146856,20
289,Lee Parry,Darsteller,2,24,4,0.390918,0.416766,293.798211,0.132347,22
290,Johannes Riemann,Darsteller,2,24,4,0.388011,0.412675,183.117722,0.116336,20
291,Maria Kamradek,Darsteller,2,21,4,0.392019,0.416966,216.851964,0.149842,20
292,Otto Gebühr,Darsteller,2,23,4,0.402992,0.428643,159.305578,0.162305,21
293,Olaf Storm,Darsteller,2,23,4,0.346473,0.368762,943.721538,0.058351,21
294,Adele Sandrock,Darsteller,2,23,4,0.404163,0.429641,336.601646,0.156487,20
295,Hermann Pfanz,Darsteller,2,21,4,0.378857,0.402595,142.093781,0.107391,20
296,Hans Steinhoff,Regie,2,22,4,0.392019,0.418563,342.712878,0.155534,22
297,Hermann Fellner,Produzent,2,30,4,0.390735,0.418663,87.488092,0.212563,25
298,Max Landa,Darsteller,2,20,5,0.392941,0.418922,168.667705,0.14626,19
299,Henry Kosterlitz,Drehbuch,2,22,5,0.384085,0.41004,299.510164,0.110456,21
301,Hans Székely,Drehbuch,2,28,4,0.391835,0.419261,506.691627,0.169869,26
302,Helmar Lerski,Kamera,2,26,4,0.364152,0.389222,645.646151,0.075333,24
303,Mihály Kertész,Regie,2,23,4,0.389096,0.413473,14.786501,0.157046,17
304,Helga Molander,Darsteller,2,19,4,0.400672,0.426347,46.388809,0.194215,18
306,Heinz Gordon,Drehbuch,2,23,4,0.382151,0.407884,219.9336,0.119555,21
307,Heinrich Schroth,Darsteller,2,22,4,0.376296,0.399701,128.290192,0.117337,18
308,Heinrich Lisson,Regie,2,15,5,0.368166,0.390778,67.620513,0.088075,14
309,Heinrich Brandt,Regie,2,18,4,0.377657,0.398403,4.88416,0.091729,12
310,Max Heilbronner,Bauten,2,20,4,0.390552,0.41497,586.791516,0.111991,19
311,Hans Otto Löwenstein,Drehbuch/Regie,2,20,4,0.394612,0.41976,261.924332,0.140199,20
312,Olga Limburg,Darsteller,2,21,4,0.393868,0.418064,111.854158,0.13458,18
313,Martin Berger,Drehbuch/Regie,2,26,5,0.370288,0.392076,0,0.094401,12
314,Josef Wirsching,Kamera,2,25,5,0.357449,0.380998,373.273441,0.070265,24
315,Josef Than,Drehbuch,2,24,4,0.41133,0.439222,254.6173,0.212451,24
316,Josef Somlo,Produzent,2,30,4,0.390735,0.418663,87.488092,0.212563,25
317,Maria Matray,Darsteller,2,19,4,0.379718,0.403393,308.440496,0.096434,18
318,Josef Dietze,Kamera,2,12,4,0.375788,0.39491,834,0.084345,10
319,Heinrich Gärtner,Kamera,2,22,4,0.373268,0.398503,72.564371,0.117454,18
