Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree,clustering,triangles
361,Carlo Aldini,Darsteller,2,20,5,0.3382,0.361688,175.717501,0.109945,17,0.647059,88
362,Carl Theodor Dreyer,Drehbuch/Regie,2,26,5,0.296437,0.31797,0,0.117143,13,1,78
363,Kurt Lilien,Darsteller,2,20,5,0.301867,0.320517,0,0.043618,9,1,36
364,Valy Arnheim,Darsteller,2,20,5,0.301867,0.320517,0,0.043618,9,1,36
969,Hans Behrendt,Drehbuch/Regie,5,53,6,0.35224,0.385298,2021.17765,0.24146,30,0.411494,179
366,Carl Mayer,Drehbuch,2,28,5,0.357083,0.390004,1023.585465,0.304859,28,0.494709,187
367,Manfred Köpel,Darsteller,1,5,5,0.270432,0.289245,0,0.035066,5,1,10
368,Magda Madeleine,Darsteller,1,7,5,0.281815,0.297491,0,0.024035,7,1,21
369,Marga Köhler,Darsteller,1,7,5,0.281815,0.297491,0,0.024035,7,1,21
370,Marga Marfels,Darsteller,1,10,6,0.254605,0.271004,0,0.018663,8,1,28
372,Magda Simon,Darsteller,1,8,5,0.288941,0.303792,0,0.03401,8,1,28
373,Martha Hachmann-Zipser,Darsteller,1,4,1,1,1,0,0.002399,4,1,6
375,Maria Minzenti,Darsteller,1,9,5,0.283963,0.303909,0,0.058451,9,1,36
376,Mathilde Windslar,Darsteller,1,10,1,1,1,0,0.010199,9,1,36
377,Loo Hardy,Darsteller,1,10,5,0.323396,0.345274,0,0.105059,10,1,45
379,Marie-Louise Droop,Drehbuch,1,10,5,0.310058,0.327596,0,0.050429,8,1,28
968,Josef Berger,Regie/Darsteller/Drehbuch,7,51,5,0.345008,0.376527,1583.913712,0.183188,28,0.354497,134
381,Max Weydner,Darsteller,1,9,5,0.321214,0.34086,0,0.071892,8,1,28
382,Max W. Hiller,Darsteller,1,16,5,0.325732,0.351517,0,0.198998,16,1,120
383,Marija Leiko,Darsteller,1,10,5,0.317643,0.335823,0,0.083855,10,1,45
384,Mario Cusmich,Darsteller,1,13,6,0.329362,0.352975,0,0.149904,13,1,78
385,Lona Schmidt,Darsteller,1,10,5,0.329996,0.349047,0,0.083944,10,1,45
386,Marcella Albani,Darsteller,1,8,5,0.32218,0.340587,0,0.062582,8,1,28
387,Ludwig Trautmann,Darsteller,1,4,1,1,1,0,0.001582,3,1,3
388,Max Ruhbeck,Darsteller,1,6,1,1,1,0,0.004647,6,1,15
389,Mara Markhoff,Darsteller,1,10,5,0.324253,0.344594,0,0.090805,9,1,36
390,Manja Tzatschewa,Darsteller,1,9,5,0.301124,0.318728,0,0.050126,9,1,36
391,Max Neumann,Darsteller,1,12,5,0.362062,0.385511,0,0.181247,12,1,66
392,Marcella Halicz,Darsteller,1,4,1,1,1,0,0.002399,4,1,6
393,Max Grünberg,Darsteller,1,11,6,0.30772,0.327499,0,0.078318,10,1,45
394,Max Kleber,Darsteller,1,9,5,0.306948,0.326196,0,0.055382,9,1,36
395,Martin Berger,Regie,1,1,1,1,1,0,0.000407,1,0,0
396,Margarete Lindau-Schulz,Drehbuch,1,14,5,0.342663,0.366472,0,0.169993,13,1,78
397,Mae Marsh,Darsteller,1,11,5,0.333074,0.353034,0,0.09821,10,1,45
398,Margarete Lanner,Darsteller,1,9,5,0.294603,0.313166,0,0.039363,9,1,36
399,László Schäffer,Kamera,1,10,1,1,1,0,0.010199,9,1,36
400,Maria Peterson,Darsteller,1,10,5,0.358728,0.381719,0,0.170289,10,1,45
401,Luise Heilborn-Körbitz,Schnitt,1,12,5,0.329362,0.3528,0,0.116343,12,1,66
403,Luciano Albertini,Darsteller,1,12,5,0.328604,0.348969,0,0.098584,11,1,55
404,Mathilde Sussin,Darsteller,1,10,5,0.291497,0.308985,0,0.040515,10,1,45
405,Marguerite Madys,Darsteller,1,15,6,0.318469,0.338681,0,0.080163,12,1,66
406,Max Bing,Darsteller,1,11,5,0.326725,0.345741,0,0.081344,11,1,55
407,Lucien Bellavoine,Kamera,1,8,6,0.273802,0.289265,0,0.021755,8,1,28
408,Lucy Doraine,Darsteller,1,10,5,0.32785,0.348114,0,0.096752,10,1,45
409,Lupu Pick,Regie,1,12,5,0.329362,0.3528,0,0.116343,12,1,66
410,Maria Forescu,Darsteller,1,8,5,0.314842,0.332536,0,0.076322,8,1,28
411,Maria Fein,Darsteller,1,8,4,0.330123,0.348211,0,0.074691,8,1,28
412,Ludwig Andersen,Darsteller,1,10,5,0.327474,0.348075,0,0.087868,10,1,45
413,Ludwig Czerny,Regie,1,9,5,0.30894,0.32816,0,0.054826,9,1,36
414,Mauds Freundin,Darsteller,1,10,5,0.308052,0.325924,0,0.079114,9,1,36
415,Ludwig Fulda,Drehbuch,1,14,5,0.341707,0.365811,0,0.160309,13,1,78
963,Leo König,Drehbuch/Regie,2,20,6,0.289332,0.309315,0,0.042251,10,1,45
417,Maria Kamradek,Darsteller,1,8,6,0.303901,0.322676,0,0.049324,8,1,28
418,Ludwig Kainer,Bauten,1,10,5,0.329996,0.349047,0,0.083944,10,1,45
419,Ludwig Lippert,Kamera,1,13,6,0.283681,0.30175,0,0.043854,12,1,66
420,Maria Cuevas,Darsteller,1,8,5,0.312546,0.329599,0,0.055399,8,1,28
421,Martin Lindmann,Darsteller,1,9,5,0.321214,0.34086,0,0.071892,8,1,28
422,Martin Wolfgang,Darsteller,1,13,6,0.322544,0.345041,0,0.076358,12,1,66
423,Maria Matray,Darsteller,1,6,5,0.253851,0.264372,0,0.008928,6,1,15
424,Max Grix,Kamera,1,12,5,0.32873,0.349922,0,0.165622,12,1,66
425,Madge Stuart,Darsteller,1,8,5,0.308718,0.325457,0,0.047294,7,1,21
426,Luigi Serventi,Darsteller,1,7,6,0.292491,0.310677,0,0.030908,7,1,21
427,M. Linhart,Drehbuch,1,9,6,0.251172,0.266919,0,0.015152,8,1,28
428,Max Ferner,Drehbuch,1,9,5,0.283963,0.303909,0,0.058451,9,1,36
429,Lori Leux,Darsteller,1,10,5,0.341298,0.36091,0,0.118843,10,1,45
430,Mary Johnson,Darsteller,1,13,6,0.329362,0.352975,0,0.149904,13,1,78
431,Lothar Knud Frederik,Drehbuch,1,10,5,0.331785,0.350992,0,0.072313,9,1,36
432,Lothar Mendes,Regie,1,9,5,0.301124,0.318728,0,0.050126,9,1,36
433,Mary Kid,Darsteller,1,12,5,0.34473,0.367153,0,0.137915,12,1,66
434,Luis Trenker,Darsteller,1,15,5,0.327599,0.347063,0,0.086746,11,1,55
435,Maria Korda,Darsteller,1,10,5,0.291497,0.308985,0,0.040515,10,1,45
436,Maria Reisenhofer,Darsteller,1,12,5,0.31729,0.336601,0,0.069247,11,1,55
437,Achille Nani,Kamera,1,8,5,0.32218,0.340587,0,0.062582,8,1,28
438,Memo Benassi,Darsteller,1,13,6,0.283681,0.30175,0,0.043854,12,1,66
439,Sylvia Torff,Darsteller,1,11,5,0.33981,0.360074,0,0.119355,11,1,55
440,Siegfried Dessauer,Darsteller,1,10,4,0.338601,0.356962,0,0.100122,9,1,36
441,Siegfried Hold,Kamera,1,10,5,0.282932,0.301322,0,0.027942,9,1,36
442,Simone Vaudry,Darsteller,1,9,5,0.349511,0.370537,0,0.115733,9,1,36
443,Sinaida Korolenko,Darsteller,1,11,6,0.30772,0.327499,0,0.078318,10,1,45
444,Stella Harf,Darsteller,1,4,1,1,1,0,0.001582,3,1,3
445,Suzanne Marville,Darsteller,1,9,5,0.314495,0.334909,0,0.06775,9,1,36
446,Sylvester Schäffer jun.,Darsteller,1,1,1,1,1,0,0.000407,1,0,0
447,Thea Becker,Darsteller,1,10,5,0.282932,0.301322,0,0.027942,9,1,36
448,Trude Berliner,Darsteller,1,9,6,0.322787,0.345021,0,0.072602,9,1,36
965,Richard Arvay,Drehbuch/Regie,2,16,5,0.323396,0.342688,0,0.066047,8,1,28
451,Theo Siegmund,Darsteller,1,6,5,0.253851,0.264372,0,0.008928,6,1,15
452,Tilly Feiner,Darsteller,1,9,6,0.251172,0.266919,0,0.015152,8,1,28
453,Tilmar Springefeld,Musik,1,10,5,0.311636,0.330902,0,0.05549,10,1,45
454,Toni Dathe,Drehbuch,1,8,4,0.330123,0.348211,0,0.074691,8,1,28
455,Toni Wittels,Darsteller,1,9,5,0.321214,0.34086,0,0.071892,8,1,28
456,Siegfried Arno,Darsteller,1,9,6,0.2797,0.294632,0,0.022756,9,1,36
457,Sibyl Smolowa,Darsteller,1,3,5,0.312204,0.327032,0,0.038018,3,1,3
458,Sepp Allgeier,Kamera,1,15,5,0.327599,0.347063,0,0.086746,11,1,55
459,Senta Söneland,Darsteller,1,7,6,0.269497,0.283567,0,0.015857,6,1,15
460,Rolf Jäger,Darsteller,1,10,5,0.327474,0.348075,0,0.087868,10,1,45
461,Rolf Loer,Darsteller,1,7,6,0.289821,0.307468,0,0.031654,7,1,21
462,Rosa Valetti,Darsteller,1,11,5,0.326601,0.348561,0,0.121234,10,1,45
463,Rudi Oehler,Darsteller,1,9,5,0.30894,0.32816,0,0.054826,9,1,36
464,Rudolf Basil,Darsteller,1,9,5,0.294401,0.311844,0,0.040476,7,1,21
465,Rudolf Biebrach,Darsteller,1,7,6,0.331528,0.351906,0,0.074653,7,1,21
466,Rudolf Blümner,Darsteller,1,12,5,0.329362,0.3528,0,0.116343,12,1,66
467,Rudolf Hoch,Darsteller,1,9,5,0.323396,0.342688,0,0.066047,8,1,28
468,Rudolf Klein-Rogge,Darsteller,1,18,5,0.32685,0.354123,0,0.265178,18,1,153
469,Rudolf Walther-Fein,Regie,1,8,4,0.330123,0.348211,0,0.074691,8,1,28
470,Rudolph Maté,Kamera,1,14,5,0.296437,0.31797,0,0.117143,13,1,78
471,Ruth Beyer,Darsteller,1,11,5,0.326725,0.345741,0,0.081344,11,1,55
472,Ruth Weyher,Darsteller,1,12,5,0.315538,0.337592,0,0.124446,11,1,55
473,S. Poliakoff,Drehbuch,1,9,5,0.298398,0.318495,0,0.051697,9,1,36
474,Sabri Mahir,Darsteller,1,14,5,0.342663,0.366472,0,0.169993,13,1,78
475,Tronier Funder,Darsteller,1,9,4,0.336078,0.354434,0,0.104004,8,1,28
476,Tullio Carminati,Darsteller,1,10,5,0.341707,0.36091,0,0.107247,10,1,45
477,Mia May,Darsteller,1,13,6,0.283681,0.30175,0,0.043854,12,1,66
478,Willi Depenau,Bauten,1,13,6,0.311863,0.335628,0,0.094341,12,1,66
479,Werner Brandes,Kamera,1,10,5,0.341707,0.36091,0,0.107247,10,1,45
480,Werner Funck,Regie,1,7,6,0.331528,0.351906,0,0.074653,7,1,21
481,Werner Krauß,Darsteller,1,2,6,0.28163,0.294905,0,0.016444,2,1,1
482,Werner Schmidt-Boelcke,Musik,1,16,5,0.325732,0.351517,0,0.198998,16,1,120
483,Wilhelm Kaiser-Heyl,Darsteller,1,13,6,0.329362,0.352975,0,0.149904,13,1,78
484,Wilhelm Thiele,Drehbuch,1,9,5,0.314495,0.334909,0,0.06775,9,1,36
485,Willi Briesemann,Kamera,1,10,6,0.278156,0.295469,0,0.025437,9,1,36
486,Willi Halm,Darsteller,1,9,5,0.294603,0.313166,0,0.039363,9,1,36
487,Valeska Goldberger,Darsteller,1,12,5,0.32873,0.349922,0,0.165622,12,1,66
954,Nunzio Malasomma,Drehbuch/Regie,5,57,5,0.375548,0.406515,1420.816819,0.303147,30,0.416092,181
489,William Karfiol,Regie,1,10,5,0.323396,0.345274,0,0.105059,10,1,45
490,Willy Großstück,Kamera,1,12,5,0.328604,0.348969,0,0.098584,11,1,55
491,Willy Haas,Drehbuch,1,10,5,0.317643,0.335823,0,0.083855,10,1,45
492,Wolfgang von Schwindt,Darsteller,1,13,6,0.322544,0.345041,0,0.076358,12,1,66
493,ihr Vetter,Darsteller,1,8,6,0.303901,0.322676,0,0.049324,8,1,28
494,sein Freund,Darsteller,1,7,5,0.280708,0.295877,0,0.018605,6,1,15
495,Walther Zürn,Regie,1,4,5,0.296848,0.31303,0,0.025178,4,1,6
496,Walter Weisse,Kamera,1,9,6,0.2797,0.294632,0,0.022756,9,1,36
497,Walter Supper,Drehbuch,1,12,4,0.349084,0.370673,0,0.185087,12,1,66
498,Walter Steinbeck,Darsteller,1,7,6,0.289821,0.307468,0,0.031654,7,1,21
942,Henrik Galeen,Drehbuch/Darsteller/Regie,5,60,5,0.358878,0.390023,4266.191653,0.204944,30,0.342529,149
501,Vera Polly,Darsteller,1,9,5,0.294603,0.313166,0,0.039363,9,1,36
502,Victor A. Beldiman,Drehbuch,1,10,6,0.278156,0.295469,0,0.025437,9,1,36
503,Victor Aden,Bauten,1,9,5,0.298398,0.318495,0,0.051697,9,1,36
504,Victor Colani,Darsteller,1,7,5,0.28768,0.305154,0,0.04194,6,1,15
505,Victor Palfi,Darsteller,1,12,5,0.315538,0.337592,0,0.124446,11,1,55
506,Viktor Schwanneke,Darsteller,1,9,5,0.311863,0.329113,0,0.051358,7,1,21
507,Vilma Bánky,Darsteller,1,8,5,0.33954,0.359743,0,0.098444,8,1,28
508,Vilmos Fényes,Kamera,1,10,5,0.329235,0.348269,0,0.070128,9,1,36
509,W. Moldenhauer,Bauten,1,8,5,0.323274,0.339615,0,0.06206,8,1,28
510,W. von Rössel,Darsteller,1,9,5,0.318351,0.33662,0,0.061483,9,1,36
511,Walter Herling,Darsteller,1,9,6,0.251172,0.266919,0,0.015152,8,1,28
512,Walter Lantzsch,Darsteller,1,9,5,0.322909,0.344068,0,0.103306,9,1,36
513,Walter Slezak,Darsteller,1,14,5,0.296437,0.31797,0,0.117143,13,1,78
949,Willy Rath,Drehbuch/Regie,7,69,5,0.384133,0.420712,6705.794191,0.277718,40,0.237179,185
518,Otto Arnold,Regie,1,9,6,0.251172,0.266919,0,0.015152,8,1,28
951,Karl Grune,Bauten/Regie,2,20,5,0.333074,0.353034,0,0.09821,10,1,45
520,Otto Hermann,Kamera,1,7,5,0.280708,0.295877,0,0.018605,6,1,15
521,Otto Kronburger,Darsteller,1,9,5,0.306948,0.326196,0,0.055382,9,1,36
522,Otto Trippel,Kamera,1,9,5,0.306948,0.326196,0,0.055382,9,1,36
523,Paul Barleben,Darsteller,1,10,1,1,1,0,0.010199,9,1,36
524,Paul Biensfeldt,Darsteller,1,10,5,0.313231,0.334325,0,0.076812,9,1,36
526,Robert Taube,Darsteller,1,14,5,0.341707,0.365811,0,0.160309,13,1,78
967,Melitta Camin,Regie/Drehbuch,2,12,6,0.269497,0.283567,0,0.015857,6,1,15
528,Paul Günther,Drehbuch,1,9,6,0.31175,0.332672,0,0.063289,9,1,36
529,Paul Hansen,Darsteller,1,9,5,0.328352,0.347977,0,0.081632,9,1,36
530,Paul Helwig,Drehbuch,1,7,6,0.292491,0.310677,0,0.030908,7,1,21
957,Georg Asagaroff,Drehbuch/Regie,2,14,5,0.301548,0.319798,0,0.04872,7,1,21
532,Paul Lieberenz,Kamera,1,11,5,0.320614,0.342454,0,0.101106,10,1,45
533,Paul Menant,Darsteller,1,9,5,0.349511,0.370537,0,0.115733,9,1,36
534,Otti Ottera,Darsteller,1,8,5,0.258133,0.271723,0,0.018719,8,1,28
535,Oswald Delmor,Darsteller,1,9,5,0.318351,0.33662,0,0.061483,9,1,36
536,Oskar Schubert-Stevens,Regie,1,3,5,0.312204,0.327032,0,0.038018,3,1,3
537,Olga Juschakowa,Darsteller,1,6,5,0.271117,0.284656,0,0.021864,5,1,10
538,Mia Pankau,Darsteller,1,11,6,0.289332,0.309315,0,0.042251,10,1,45
539,Mimi Irving,Darsteller,1,4,6,0.238122,0.246811,0,0.003689,3,1,3
540,Mizzi Schütz,Darsteller,1,9,6,0.2797,0.294632,0,0.022756,9,1,36
541,N. N. Novitzky,Darsteller,1,12,5,0.322423,0.343855,0,0.085999,11,1,55
946,Carl Wilhelm,Drehbuch/Regie,2,18,5,0.328101,0.346324,0,0.08795,9,1,36
544,Nigel Barrie,Darsteller,1,12,5,0.315538,0.337592,0,0.124446,11,1,55
545,Nikolai Malikoff,Regie,1,9,5,0.298398,0.318495,0,0.051697,9,1,36
546,Nils Edwall,Darsteller,1,13,6,0.330123,0.353287,0,0.099617,11,1,55
547,Noel Rhys,Drehbuch,1,13,5,0.311523,0.334403,0,0.1218,11,1,55
548,Nora Gregor,Darsteller,1,14,5,0.296437,0.31797,0,0.117143,13,1,78
549,Norbert Jacques,Drehbuch,1,10,5,0.341707,0.36091,0,0.107247,10,1,45
550,Norman G. Arnold,Bauten,1,13,5,0.311523,0.334403,0,0.1218,11,1,55
955,Georg Bluen,Produzent/Regie,2,24,6,0.322544,0.345041,0,0.076358,12,1,66
552,O. A. Witte,Drehbuch,1,9,5,0.30894,0.32816,0,0.054826,9,1,36
553,Paul Merzbach,Regie,1,10,5,0.327474,0.348075,0,0.087868,10,1,45
554,Paul Morgan,Darsteller,1,10,5,0.338601,0.360152,0,0.139614,9,1,36
555,Paul Pauley,Darsteller,1,8,6,0.273802,0.289265,0,0.021755,8,1,28
556,Randle Ayrton,Darsteller,1,13,5,0.311523,0.334403,0,0.1218,11,1,55
557,Reinhold Eichacker,Darsteller,1,4,1,1,1,0,0.001582,3,1,3
558,René Ferry,Drehbuch,1,12,5,0.362062,0.385511,0,0.181247,12,1,66
559,Renée Blue,Darsteller,1,13,6,0.322544,0.345041,0,0.076358,12,1,66
966,Paul Czinner,Drehbuch/Produzent/Regie,3,33,6,0.330123,0.353287,0,0.099617,11,1,55
562,Richard Bars,Drehbuch,1,10,5,0.311636,0.330902,0,0.05549,10,1,45
563,Richard Clement Hilber,Regie,1,9,5,0.314495,0.334909,0,0.06775,9,1,36
564,Richard Löwenbein,Regie,1,6,5,0.253851,0.264372,0,0.008928,6,1,15
945,Nico Zeh,Darsteller/Regie,2,12,5,0.280708,0.295877,0,0.018605,6,1,15
566,Rita Clermont,Darsteller,1,10,5,0.308052,0.325924,0,0.079114,9,1,36
567,Robert Basilice,Darsteller,1,7,5,0.28768,0.305154,0,0.04194,6,1,15
568,Robert Garrison,Darsteller,1,10,5,0.328101,0.346324,0,0.08795,9,1,36
569,Robert Leffler,Darsteller,1,9,6,0.2797,0.294632,0,0.022756,9,1,36
570,Robert Neppach,Bauten,1,7,6,0.292491,0.310677,0,0.030908,7,1,21
571,Robert Reinert,Regie,1,5,5,0.301761,0.320615,0,0.05413,5,1,10
572,Raymond Agnel,Kamera,1,8,5,0.312546,0.329599,0,0.055399,8,1,28
573,Ralph Mathari,Darsteller,1,7,5,0.280708,0.295877,0,0.018605,6,1,15
574,Paul Reno,Drehbuch,1,13,6,0.283681,0.30175,0,0.043854,12,1,66
575,Ralph Arthur Roberts,Darsteller,1,9,6,0.31175,0.332672,0,0.063289,9,1,36
576,Paul Rosenhayn,Drehbuch,1,9,5,0.318351,0.33662,0,0.061483,9,1,36
577,Paul von Woringen,Regie,1,7,5,0.281815,0.297491,0,0.024035,7,1,21
578,Paula Batzer,Darsteller,1,10,4,0.335815,0.354823,0,0.100424,10,1,45
579,Paula Conrad-Schlenther,Darsteller,1,9,5,0.291993,0.309549,0,0.038489,9,1,36
580,Peggy Permont,Darsteller,1,8,5,0.327474,0.34613,0,0.082508,8,1,28
581,Peter Arnolds,Darsteller,1,7,6,0.31062,0.329269,0,0.055015,7,1,21
582,Peter Esser,Darsteller,1,10,1,1,1,0,0.010199,9,1,36
583,Peter Paul Brauer,Regie,1,12,5,0.343763,0.364994,0,0.195042,11,1,55
584,Lionel Barrymore,Darsteller,1,13,5,0.311523,0.334403,0,0.1218,11,1,55
585,Peter Schirmann,Musik,1,16,5,0.325732,0.351517,0,0.198998,16,1,120
586,Peter Stourdza,Darsteller,1,10,6,0.278156,0.295469,0,0.025437,9,1,36
587,Pierre Daltour,Darsteller,1,8,6,0.273802,0.289265,0,0.021755,8,1,28
588,Pierre Oser,Musik,1,14,5,0.296437,0.31797,0,0.117143,13,1,78
589,Preben J. Rist,Regie,1,6,1,1,1,0,0.004647,6,1,15
590,R. S. Mortsun,Darsteller,1,10,6,0.278156,0.295469,0,0.025437,9,1,36
591,Lisa Demand,Darsteller,1,8,5,0.312546,0.331077,0,0.069698,8,1,28
592,Irene Kraus,Darsteller,1,5,1,1,1,0,0.003408,5,1,10
593,Lina Carstens,Darsteller,1,6,5,0.257977,0.270556,0,0.014956,6,1,15
594,Erna Thiele,Darsteller,1,8,5,0.326352,0.343018,0,0.065034,8,1,28
595,Erich Engel,Regie,1,13,6,0.322544,0.345041,0,0.076358,12,1,66
972,Ludwig Wolff,Regie/Drehbuch,2,20,5,0.300491,0.320459,0,0.057061,10,1,45
597,Erich Pabst,Drehbuch,1,17,6,0.328983,0.354026,0,0.148793,15,1,105
598,Erich Poremski,Darsteller,1,10,5,0.311636,0.330902,0,0.05549,10,1,45
599,Erich Zander,Bauten,1,9,6,0.322787,0.345021,0,0.072602,9,1,36
600,Erika Glässner,Darsteller,1,7,5,0.31612,0.33487,0,0.061477,6,1,15
601,Erna Bahls,Darsteller,1,10,5,0.329235,0.348269,0,0.070128,9,1,36
602,Erna Dehnhardt,Darsteller,1,11,5,0.320614,0.342454,0,0.101106,10,1,45
603,Erner Hübsch,Darsteller,1,7,5,0.298191,0.314858,0,0.044851,6,1,15
604,Emmy Arbous,Darsteller,1,4,6,0.238122,0.246811,0,0.003689,3,1,3
605,Ernest Bouthley,Drehbuch,1,12,5,0.328604,0.348969,0,0.098584,11,1,55
606,Ernst Bosser,Darsteller,1,8,5,0.288941,0.303792,0,0.03401,8,1,28
607,Ernst Dernburg,Darsteller,1,10,4,0.350798,0.369506,0,0.177164,10,1,45
608,Ernst Gronau,Darsteller,1,13,6,0.283681,0.30175,0,0.043854,12,1,66
609,Ernst Heinrich,Bauten,1,10,1,1,1,0,0.010199,9,1,36
610,Ernst Klein,Drehbuch,1,14,5,0.342663,0.366472,0,0.169993,13,1,78
611,Ernst Mátray,Darsteller,1,6,5,0.253851,0.264372,0,0.008928,6,1,15
612,Ernst Pittschau,Darsteller,1,6,1,1,1,0,0.004647,6,1,15
613,Emmy Förster,Darsteller,1,9,5,0.301124,0.318728,0,0.050126,9,1,36
614,Emmerich Hanus,Regie,1,8,5,0.327474,0.34613,0,0.082508,8,1,28
615,Genica Athanasiou,Darsteller,1,8,6,0.273802,0.289265,0,0.021755,8,1,28
616,Elfriede Nissen,Darsteller,1,4,1,1,1,0,0.002399,4,1,6
617,Edith Romanoff,Darsteller,1,10,1,1,1,0,0.010199,9,1,36
618,Edmund Heuberger,Drehbuch,1,15,6,0.318469,0.338681,0,0.080163,12,1,66
619,Eduard Prasch,Musik,1,13,6,0.283681,0.30175,0,0.043854,12,1,66
620,Eduard Rothauser,Darsteller,1,8,5,0.323274,0.339615,0,0.06206,8,1,28
621,Edward Burns,Darsteller,1,11,5,0.300491,0.320459,0,0.057061,10,1,45
622,Edward Schulz-Keffel,Kamera,1,10,6,0.254605,0.271004,0,0.018663,8,1,28
623,Einar Hanson,Darsteller,1,12,5,0.34473,0.367153,0,0.137915,12,1,66
624,Ekkehard Wölk,Musik,1,14,4,0.353548,0.376313,0,0.228701,14,1,91
625,Elga Brink,Darsteller,1,10,5,0.329996,0.349047,0,0.083944,10,1,45
626,Emilie Kurz,Darsteller,1,16,5,0.325732,0.351517,0,0.198998,16,1,120
627,Elisabeth Bergner,Darsteller,1,13,6,0.330123,0.353287,0,0.099617,11,1,55
628,Ellen Isenta,Darsteller,1,9,5,0.30894,0.32816,0,0.054826,9,1,36
629,Ellen Kürlidas,Darsteller,1,7,6,0.31062,0.329269,0,0.055015,7,1,21
630,Elsa Wagner,Darsteller,1,9,5,0.298398,0.318495,0,0.051697,9,1,36
631,Elsie Fuller,Darsteller,1,12,5,0.299755,0.321354,0,0.078375,12,1,66
632,Emanuel Alfieri,Drehbuch,1,12,5,0.31729,0.336601,0,0.069247,11,1,55
633,Emil Fenyvessy,Darsteller,1,10,5,0.291497,0.308985,0,0.040515,10,1,45
634,Emil Stammer,Darsteller,1,9,5,0.30894,0.32816,0,0.054826,9,1,36
635,Ernst Stahl-Nachbaur,Darsteller,1,8,5,0.293493,0.311105,0,0.032463,8,1,28
636,Ernst Stern,Bauten,1,9,5,0.301124,0.318728,0,0.050126,9,1,36
637,Ernst Winar,Darsteller,1,8,5,0.314842,0.332536,0,0.076322,8,1,28
638,Fritz Baier,Kamera,1,8,5,0.293493,0.311105,0,0.032463,8,1,28
639,Fred Rommer,Regie,1,8,5,0.323274,0.339615,0,0.06206,8,1,28
640,Fred Sauer,Regie,1,9,5,0.334766,0.35459,0,0.087774,9,1,36
641,Fred Stranz,Regie,1,9,5,0.294603,0.313166,0,0.039363,9,1,36
642,Friedl Behn-Grund,Kamera,1,14,5,0.342663,0.366472,0,0.169993,13,1,78
643,Friedrich Kühne,Darsteller,1,10,5,0.282932,0.301322,0,0.027942,9,1,36
644,Friedrich Siems,Darsteller,1,4,1,1,1,0,0.002399,4,1,6
645,Friedrich von Maydell,Regie,1,0,0,0,0,0,0,0,0,0
646,Fritz Alberti,Darsteller,1,12,5,0.299755,0.321354,0,0.078375,12,1,66
647,Fritz Delius,Darsteller,1,7,6,0.289821,0.307468,0,0.031654,7,1,21
648,Erra Bognar,Darsteller,1,12,5,0.325732,0.345274,0,0.126907,11,1,55
649,Fritz Hofer,Darsteller,1,5,1,1,1,0,0.003408,5,1,10
650,Fritz Lederer,Bauten,1,10,5,0.331785,0.350992,0,0.072313,9,1,36
651,Fritz Lück,Bauten,1,17,6,0.328983,0.354026,0,0.148793,15,1,105
652,Fritz Orwa,Darsteller,1,8,5,0.312546,0.331077,0,0.069698,8,1,28
653,Fritz Russ,Darsteller,1,6,1,1,1,0,0.004647,6,1,15
654,Fritz Servos,Darsteller,1,10,1,1,1,0,0.010199,9,1,36
655,Fritz Wulfert,Darsteller,1,10,6,0.254605,0.271004,0,0.018663,8,1,28
656,G. W. Pabst,Regie,1,9,5,0.328352,0.347977,0,0.081632,9,1,36
657,Frau Elvas,Darsteller,1,10,6,0.278156,0.295469,0,0.025437,9,1,36
658,Franz W. Schröder-Schrom,Darsteller,1,12,5,0.31729,0.336601,0,0.069247,11,1,55
659,Franz W. Koebner,Regie,1,7,6,0.292491,0.310677,0,0.030908,7,1,21
660,Franz Seitz Sr.,Regie,1,8,5,0.325856,0.347005,0,0.092661,8,1,28
661,Eugen Burg,Darsteller,1,8,5,0.33954,0.359743,0,0.098444,8,1,28
662,Eugen Illés (Technische Entwüfe),Bauten,1,8,5,0.321697,0.340898,0,0.064162,7,1,21
962,Max Erhardt,Drehbuch/Regie,2,16,5,0.321214,0.34086,0,0.071892,8,1,28
665,Eugenie Otzoup,Darsteller,1,9,5,0.349511,0.370537,0,0.115733,9,1,36
666,Eva May,Darsteller,1,9,6,0.322787,0.345021,0,0.072602,9,1,36
667,F. B. Nier,Regie,1,10,5,0.300491,0.320828,0,0.056824,10,1,45
953,William Kahn,Regie/Drehbuch,3,6,5,0.324621,0.344107,61.341083,0.05433,5,0.6,6
669,Felix Basch,Regie,1,0,0,0,0,0,0,0,0,0
670,Felix Kersten,Darsteller,1,10,6,0.278156,0.295469,0,0.025437,9,1,36
671,Ferdinand Bellan,Bauten,1,6,5,0.253851,0.264372,0,0.008928,6,1,15
672,Frank Lynel,Darsteller,1,10,5,0.282932,0.301322,0,0.027942,9,1,36
673,Franz B. Biermann,Regie,1,19,5,0.322302,0.347861,0,0.268218,19,1,171
674,Franz Dittmann,Kamera,1,9,5,0.306948,0.326196,0,0.055382,9,1,36
675,Franz Egénieff,Darsteller,1,10,5,0.324253,0.344594,0,0.090805,9,1,36
676,Franz Porten,Regie,1,7,6,0.289821,0.307468,0,0.031654,7,1,21
677,Franz Seemann,Bauten,1,10,5,0.323396,0.345274,0,0.105059,10,1,45
